SL,User Name,Rating,Review,Medical Name,Resource_Link
625,Flinch Flash,3,📒📗Sir Salimullah Medical College🖋📝📗,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
626,Ikhtiar Muhaimin Roni,3,It’s a very low budget government hospital of Bangladesh. Service quality is as good as payment.,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
627,Zahidul Zahid,5,first Medical College in Bangladesh,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
628,Debashis Kumar,5,This is  one of the important treatment  place in Dhaka for post suicidal attempt case.,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
629,Muhammad Aslam,4,One of the public hospital in Dhaka,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
630,S M Habibur Rahman Habib,5,"Salimullah Medical College is the best medical college of Bangladesh.

Mitford Hospital Started its journey on 1st May,1858. This was the frist general Hospital of the eastern part of undivided British ruled Bengal. Mitford Hospital is named after Sir Robert Mitford, Collector of Dhaka and a longserving judge of the Provincial Court of Appeal.

On 1st July 1875, Dhaka Medical School Started its Journey. On the 2nd April 1887, foundation stone.

On 1st July 1875, Dhaka Medical School Started its Journey. On the 2nd April 1887, foundation stone of new school building was laid W.R Larminie Commissioner Dhaka Division. It was opened by Sir SC Bayley, Lt Governor of Bengal on 22nd September 1889. In 1903, Nawab Sir Salimullah donated money to establish, maternity and female eye word. Dhaka Medical School was changed to Medical College in 1962 and it was named Mitford Medical College. In 1963 the college was named after Nawab Sir Salimullah(1871-1915) ""Sir Salimullah Medical College"" to acknowledge the contributions of the Nawabs.
During 1963-1972 condensed courses for MBBS degree was offered.",Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
631,stiv nicolas,5,"One of the best medical Colleges in the country, both academic and clinical side,with best physicians of the country.
And the view of Buriganga is mersmarising!",Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
632,Neyamat Ullah,5,It's a oldest Hospital in Dhaka. Bangladesh.,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
633,Md al shahriar Biddut,1,"Worst hospital in Bangladesh
To much corrupted people's work there
I suggest don't go anyone",Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
634,Mohammad Towhidur Rahman,3,one of the best medical colleges and hospitals in Bangladesh,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
635,MD RATAN,5,This is a big medical college hospital in Bangladesh so many people are coming for health service from country different places.,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
636,Shahriar Evan,2,Over crowded..no protection in pandemic,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
637,Mamun Sikdar Masud,3,All service are low cost but to get this free or low cost service we need to bribe their stuff. As it is govt. service fact.,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
638,tamanna ahmed,5,"as much as I can write about mitford hospital is this the place where i belong.
this is like a home to me, i spend most precious times of my life in mitford and mitford teaches me everything that i need to survive in the harsh rough world.
it owes me a lot.",Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
639,Md. Sakline Mouzudad,4,Excellent service is provided by this oldest institute.,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
640,Md. Ahsan Kabir,5,Seems good clean environment. don't have idea about treatment but it should be good with low cost.,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
641,MR z,5,anytime good treatment for any patient.....,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
642,Md Tareq,3,"It's a government hospital. Good for instant treatment. 24/7 emergency doctors available. 5
But environment is not so good. Not so clean.
4 on 10",Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
643,prince of Faith,5,Midfort Hoapital,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
644,Rupangkon Halder Barno,5,Best Hospital in old town.,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
645,Tusher Ahmmad,5,Country's first general hospital,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
646,Fardin Khan,5,Make sure that you say rickshaw puller or CNG driver mentioning 'Mitford' as saying Salimullah medical can take you to Salimullah orphanage at Wari,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
647,Shah Limon Mahmud,5,Very good medical university on old dhaka.....,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
648,Ahmed Arif,5,Sir Solimullah Medical College is a nice place. I proud of this place.,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
649,Moazzem Hossain,5,It’s  just an amazing british architectural  medical College building  with country’s second medical institutions......,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
650,Tona Toni,4,"Sir Salimullah Medical College was established in 1961 as Dhaka Medical School in the old part of the capital city, Dhaka. Mitford Hospital was a part of the school. Donations from sixteen local nawabs and philanthropists financed the erection of a dedicated medical school building in 1889. The school was made a medical college in 1962. To acknowledge the contributions of the nawabs, the college was named after Nawab Sir Salimullah (1871–1915). Until 1957 the License of Medical Faculty (LMF) degree was offered by this college. During 1963–1972 condensed courses for the Bachelor of Medicine, Bachelor of Surgery  (M.B.B.S.) degree were offered. In 1972 the school was upgraded as a full-fledged medical college and the first MBBS students enrolled in 1973.",Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
651,Md Tuhin Bhuiya,2,Environment was pretty bad. But the doctors behaved nicely.,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
652,Anbir Oyon,3,Government rules & System good but Staff's behave have to be improve & Doctor's should talk with patient more clearly...!!,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
653,JebuLive,3,Crowded and overruled place but decent doctors,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
654,Mosleh Uddin swash,5,"High profile management of Mitford Hospital , Dhaka   very fine
Behaviour pattern of doctors and  nurses
very good.
Wash room , bathroom  clean (paying ward area)  but in bathroom no towel rail,  no soap case holder for thar it makes odd situation  for user
Cleaning staff at morning time  sweeping  start just taking break fast time.
This is odd one.
Hope digitised  all system immediately  for betterment  service  towards beneficiary .
But lift condition  of no  1 building mitford hospital, Dhaka, Bangladesh is very  risky even sometime loaded lift  out of order.
Thanks
Alauddin Ahmed",Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
655,Md Farhan,5,Nice service covide 19 vacsin tika,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
656,Sozolsaif vlogs,5,Famous old Hospital in Bangladesh.,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
657,chanchal Himu,3,"An old government institution for treatment.  Although there is hope for the poor people in particular, the life of the people here is very bad due to the violence of the brokers.  Still no one to watch.  Not all the necessary government medicines and tests are provided here.  Even though the government spends a lot of money, it is not working even 10 percent for the benefit of the people.",Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
658,Shafqat Hossain Sakib,4,A renound govt. Hospital,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
659,MD Foysal,4,"Although it’s government hospital but,  Nice environment....",Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
660,Md. Foysal Hossain,4,"Although it’s government hospital but,  Nice environment....",Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
661,Md. Foysal Hossain,5,SUCH A GREAT HOSPITAL,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
662,chabed alam,5,Today I visit nnuclear department for registered Renogram test it take a long procedure to do this test. I present here before 8 am it open 8:30 am but problem is there stuff who register my test not present.  He is present here after 10 am then I complete my test registration. There stuff behaves not pretty well.Some people who are new here they don't who who to deal with them.,Sir Salimullah Medical College,"https://www.google.com/maps/@22.3591136,91.8415966,15z"
